Customer ID,,Name,Age,SSN,Occupation,Annual Income,,Num Bank Accounts,Num Credit Card,Interest Rate,Num of Loan,Type of Loan,Delay from due date,Num of Delayed Payment,Changed Credit Limit,Num Credit Inquiries,CreditAbove StandardMix,Outstanding Debt,Credit Utilization Ratio,,,Total EMI per month,Amount invested monthly,Payment Behaviour,Monthly Balance,,Monthly_In_Hand_Salary,Credit History Age (Months)
CUS 0x14e5,,Michael Flahertym,29,836-69-3439,Doctor,7981.345,,9,5,22,9,"Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Not Specified",46,17,25.96,9,Bad,4064.57,29.34,,,57.93,29.85,Low spent Large value payments,223.43,,598.6,13
CUS 0x14e5,,Data MIssing,34,836-69-3439,Doctor,7981.345,,9,5,22,9,"Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Not Specified",46,18,25.96,9,Bad,4064.57,38.13,,,57.93,30.29,Low spent Small value payments,242.99,,598.6,14
CUS 0x14e5,,Michael Flahertym,34,836-69-3439,Doctor,7981.345,,9,5,22,9,"Student Loan, Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, and Not Specified",44,15,25.96,9,Bad,4064.57,25.14,,,57.93,39.93,Low spent Small value payments,233.35,,598.6,15
CUS 0x2ced,,Katya Golubkovaz,37,499-65-8867,Developer,10987.935,,4,4,3,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Student Loan",7,8,9.68,6,Above Standard,1384.32,30.11,,,25.16,56.51,Low spent Small value payments,318.7,,824.1,387
CUS 0x2ced,,Katya Golubkovaz,37,499-65-8867,Developer,10987.935,,4,4,3,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Student Loan",7,8,9.68,6,Good,1384.32,35.63,,,25.16,100.26,Low spent Medium value payments,264.95,,824.1,388
CUS 0x2ced,,Katya Golubkovaz,37,499-65-8867,Developer,10987.935,,4,4,3,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Student Loan",12,8,9.68,6,Good,1384.32,31.23,,,25.16,33.29,High spent Small value payments,311.92,,824.1,389
CUS 0x2ced,,Data MIssing,37,499-65-8867,Developer,10987.935,,4,4,3,4,"Credit-Builder Loan, Personal Loan, Payday Loan, and Student Loan",7,6,9.68,6,Good,1384.32,26.12,,,25.16,69.91,Low spent Medium value payments,295.3,,824.1,390
CUS 0x25ac,,Rachel Armstrongg,18,681-66-3380,Teacher,49233,,10,10,21,6,"Student Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",39,19,26.98,8,Above Standard,4082.37,37.15,,,227.45,134.1,High spent Medium value payments,284.23,,3692.48,33
CUS 0x25ac,,Rachel Armstrongg,18,681-66-3380,Teacher,49233,,10,10,21,6,"Student Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",37,Data Missing,26.98,8,Bad,4082.37,26.37,,,227.45,55.37,High spent Medium value payments,362.96,,3692.48,34
CUS 0x25ac,,Rachel Armstrongg,19,681-66-3380,Teacher,49233,,10,10,21,6,"Student Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",39,17,26.98,13,Bad,4082.37,31.44,,,227.45,370.44,Low spent Large value payments,67.89,,3692.48,35
CUS 0x25ac,,Rachel Armstrongg,19,Data MIssing,Teacher,49233,,10,10,21,6,"Student Loan, Auto Loan, Home Equity Loan, Auto Loan, Personal Loan, and Credit-Builder Loan",36,17,26.98,13,Bad,4082.37,33.7,,,227.45,307.15,Low spent Small value payments,151.18,,3692.48,36
CUS 0x29a2,,Daveyl,34,416-19-6284,       ,57765.42,,3,6,13,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",28,13,9.47,5,Standard,1276.72,35.42,,,124.55,140.02,High spent Medium value payments,447.31,,4332.41,157
CUS 0x29a2,,Daveyl,26,416-19-6284,Developer,57765.42,,3,6,13,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",28,13,3.47,5,Standard,1276.72,39.13,,,124.55,89,High spent Large value payments,488.33,,4332.41,158
CUS 0x29a2,,Daveyl,26,416-19-6284,Developer,57765.42,,3,6,13,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",28,13,8.47,5,Standard,1276.72,29.2,,,124.55,382.49,Low spent Large value payments,224.84,,4332.41,159
CUS 0x29a2,,Daveyl,26,416-19-6284,Developer,57765.42,,3,6,13,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",28,10,4.47,5,Standard,1276.72,25.88,,,124.55,194.91,Low spent Medium value payments,422.42,,4332.41,160
CUS 0xae0,,Chikafumi Hodof,36,273-28-3447,Lawyer,147221.48,,8,4,20,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",9,13,19.07,4,Standard,722.28,29.79,,,309.61,609.97,Low spent Medium value payments,565.07,,11041.61,312
CUS 0xae0,,Data MIssing,36,273-28-3447,Lawyer,147221.48,,8,4,20,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",9,14,19.07,5,Standard,722.28,35.89,,,309.61,10000,High spent Small value payments,755.98,,11041.61,313
CUS 0xae0,,Chikafumi Hodof,36,273-28-3447,Lawyer,147221.48,,8,4,20,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",5,14,19.07,5,Standard,722.28,22.88,,,309.61,725.79,Low spent Medium value payments,449.24,,11041.61,314
CUS 0xae0,,Chikafumi Hodof,37,273-28-3447,Lawyer,147221.48,,8,4,20,4,"Student Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",14,12, ,5,Above Standard,722.28,25.37,,,309.61,651.64,Low spent Large value payments,513.4,,11041.61,315
CUS 0x5ecf,,Timm,17,045-82-9696,Lawyer,31736.14,,7,9,32,5,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",54,18,2.23,12,Bad,2296.23,29.82,,,121.35,55.39, Data Missing,344.63,,2380.21,247
CUS 0x5ecf,,Timm,17,045-82-9696,Lawyer,31736.14,,7,9,32,5,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",54,18,2.23,13,Bad,2296.23,38.72,,,121.35,83.08,High spent Small value payments,336.94,,2380.21,248
CUS 0x5ecf,,Timm,34,045-82-9696,Lawyer,31736.14,,7,9,32,5,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",54,16,2.23,13,Bad,2296.23,34.2,,,121.35,294.44,Low spent Small value payments,155.58,,2380.21,249
CUS 0x5ecf,,Data MIssing,17,045-82-9696,Lawyer,31736.14,,7,9,32,5,"Debt Consolidation Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",54,17,2.23,13,Bad,2296.23,28.93,,,121.35,83.47,Low spent Medium value payments,356.55,,2380.21,250
CUS 0x2cbc,,Data MIssing,53,698-09-7729,Mechanic,105997.47,,3,2,8,0,,14,2,2.85,5,Good,1023.62,45.54,,,0,68.36,High spent Large value payments,1042.76,,7949.81,396
CUS 0x2cbc,,Carlosm,53,698-09-7729,Mechanic,105997.47,,3,2,8,0,,14,2,2.85,5,Good,1023.62,42.1,,,0,175.6,High spent Medium value payments,945.52,,7949.81,397
CUS 0x2cbc,,Carlosm,53,698-09-7729,Mechanic,105997.47,,3,2,8,0,,14,2,2.85,5,Good,1023.62,39.22,,,0,274.59,Low spent Large value payments,866.53,,7949.81,398
CUS 0x2cbc,,Carlosm,53,698-09-7729,Mechanic,105997.47,,3,2,8,0,,14,3,2.85,1551,Good,1023.62,40,,,0,134.96,High spent Medium value payments,986.16,,7949.81,399
CUS 0x7fa,,Paul Carstenp,15,744-95-8181,Accountant,46563.27,,7,7,33,2,"Credit-Builder Loan, and Personal Loan",22,24,10.45,9,Bad,2390.74,34.43,,,64.73,141.78,High spent Medium value payments,418.51,,3492.25,142
CUS 0x7fa,,Paul Carstenp,15,744-95-8181,Accountant,46563.27,,7,7,33,2,"Credit-Builder Loan, and Personal Loan",22,21,3.45,9,Bad,2390.74,26.02,,,64.73,,High spent Medium value payments,502.56,,3492.25,143
CUS 0x7fa,,Paul Carstenp,15,744-95-8181,Accountant,46563.27,,7,7,33,2,"Credit-Builder Loan, and Personal Loan",18,23,10.45,9,Bad,2390.74,33.22,,,64.73,124.23,Low spent Large value payments,456.07,,3492.25,144
CUS 0x7fa,,Paul Carstenp,15,744-95-8181,Accountant,46563.27,,7,7,33,2,"Credit-Builder Loan, and Personal Loan",18,26,10.45,9,Bad,2390.74,40.15,,,64.73,77.36,High spent Medium value payments,482.94,,3492.25,145
CUS 0x5a67,,Arunam,34,420-53-3960,Developer,91308.16,,3,7,17,3,"Payday Loan, Student Loan, and Mortgage Loan",15,12,13.28,5,Standard,1382.62,31.35,,,217.26,131.47,High spent Large value payments,669.37,,6848.11,400
CUS 0x5a67,,Arunam,34,420-53-3960,       ,91308.16,,3,7,17,3,"Payday Loan, Student Loan, and Mortgage Loan",15,13,13.28,5,Above Standard,1382.62,23.5,,,217.26,307.11,High spent Medium value payments,503.73,,6848.11,401
CUS 0x5a67,,Arunam,34,420-53-3960,Developer,91308.16,,3,7,17,3,"Payday Loan, Student Loan, and Mortgage Loan",15,9,13.28,Data Missing,Standard,1382.62,33.63,,,217.26,311.37,High spent Medium value payments,499.47,,6848.11,402
CUS 0x5a67,,Arunam,34,420-53-3960,       ,91308.16,,3,7,17,3,"Payday Loan, Student Loan, and Mortgage Loan",13,15,13.28,5,Standard,1382.62,37.1,,,217.26,215,High spent Medium value payments,595.84,,6848.11,403
CUS 0x88ca,,"ODonnell""p",50,626-22-2410,Writer,30020.14,,1,7,3,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",5,12,0.25,6,Good,1292.34,37.34,,,257.62,239.71,Low spent Small value payments,194.72,,2251.51,306
CUS 0x88ca,,"ODonnell""p",50,626-22-2410,Writer,30020.14,,1,7,3,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",5,14,1.25,6,Good,1292.34,29.7,,,257.62,126.79,Low spent Medium value payments,297.64,,2251.51,307
CUS 0x88ca,,"ODonnell""p",50,626-22-2410,Writer,30020.14,,1,7,3,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",5,12,1.25,6,Above Standard,1292.34,37.4,,,257.62,59.1,High spent Small value payments,345.33,,2251.51,308
CUS 0x88ca,,"ODonnell""p",50,626-22-2410,Writer,30020.14,,1,7,3,4,"Student Loan, Mortgage Loan, Mortgage Loan, and Personal Loan",2,12,1.25,6,Good,1292.34,29.28,,,257.62,87.26,Low spent Large value payments,327.17,,2251.51,309
CUS 0xb678,,Gertrudea,27,861-67-5130,Teacher,74268.2,,5,5,15,2,"Personal Loan, and Debt Consolidation Loan",16,19,8.5,11,Above Standard,1764.61,28.21,,,733.25,440.17,Low spent Medium value payments,380.78,,5570.12,
CUS 0xb678,,Gertrudea,27,861-67-5130,Teacher,74268.2,,5,5,15,2,"Personal Loan, and Debt Consolidation Loan",20,19,6.5,11,Standard,1764.61,35.97,,,733.25,10000,Low spent Large value payments,595.14,,5570.12,170
CUS 0xb678,,Gertrudea,27,861-67-5130,Teacher,74268.2,,5,5,15,2,"Personal Loan, and Debt Consolidation Loan",16,19,8.5,11,Standard,1764.61,27.55,,,733.25,225.54,High spent Small value payments,575.41,,5570.12,171
CUS 0xb678,,Gertrudea,27,861-67-5130,Teacher,74268.2,,5,5,15,2,"Personal Loan, and Debt Consolidation Loan",16,19,8.5,11,Standard,1764.61,28.57,,,733.25,45.72,High spent Large value payments,735.23,,5570.12,172
CUS 0x2a75,,Ashley Laui,43,079-38-0782,Teacher,86092.12,,7,3,14,1,Student Loan,13,20,11.43,4,Standard,707.95,27.31,,,64.04,123.09,High spent Medium value payments,755.81,,6456.91,306
CUS 0x2a75,,Ashley Laui,43,079-38-0782,Teacher,86092.12,,7,3,14,1,Student Loan,3,19,11.43,4,Standard,707.95,28.4,,,64.04,120.2,High spent Medium value payments,758.7,,6456.91,307
CUS 0x2a75,,Ashley Laui,44,079-38-0782,       ,86092.12,,7,34,14,1,Student Loan,6,19,11.43,4,Standard,707.95,32.39,,,64.04,135.8,High spent Large value payments,733.1,,6456.91,
CUS 0x2a75,,Ashley Laui,44,079-38-0782,Teacher,86092.12,,7,3,14,1,Student Loan,12,21,11.43,4,Standard,707.95,30.86,,,64.04,75.92,High spent Medium value payments,802.97,,6456.91,309
CUS 0x89cb,,Data MIssing,44,120-21-4824,Architect,15952.79,,5,1,3,3,"Debt Consolidation Loan, Mortgage Loan, and Payday Loan",13,6,4.41,6,Good,645.4,33.01,,,25.38,,High spent Large value payments,315.1,,1196.46,193
CUS 0x89cb,,Data MIssing,44,120-21-4824,Architect,15952.79,,34,1,3,3,"Debt Consolidation Loan, Mortgage Loan, and Payday Loan",13,9,4.41,6,Above Standard,645.4,35.58,,,25.38,94.54,Low spent Medium value payments,285.62,,1196.46,194
CUS 0x89cb,,Jourdane,44,120-21-4824,Architect,15952.79,,5,1,3,3,"Debt Consolidation Loan, Mortgage Loan, and Payday Loan",13,6,3.41,6,Above Standard,645.4,30.77,,,25.38,53.44,Low spent Large value payments,316.71,,1196.46,195
CUS 0x89cb,,Jourdane,44,120-21-4824,Architect,15952.79,,5,1,3,3,"Debt Consolidation Loan, Mortgage Loan, and Payday Loan",11,9,3.41,6,Above Standard,645.4,31.66,,,25.38,83.84,Low spent Small value payments,306.31,,1196.46,196
CUS 0xeda,,Ringstrom Johanm,43,445-18-7956,Mechanic,78999.96,,8,5,20,4,"Payday Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",42,24,7.73,16,Above Standard,2062.79,35.07,,,74920,229.26, Data Missing,552.11,,5925,118
CUS 0xeda,,Ringstrom Johanm,44,445-18-7956,Mechanic,78999.96,,8,5,20,4,"Payday Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",42,24,7.73,16,Above Standard,2062.79,27.37,,,138.26,415.62,Low spent Medium value payments,365.75,,5925,119
CUS 0xeda,,Ringstrom Johanm,44,445-18-7956,Mechanic,78999.96,,8,5,20,4,"Payday Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",37,24,7.73,16,Bad,2062.79,38.2,,,138.26,189.05,Low spent Large value payments,582.32,,5925,120
CUS 0xeda,,Ringstrom Johanm,34,Data MIssing,Mechanic,78999.96,,8,5,20,4,"Payday Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",42,24,7.73,16,Bad,2062.79,30.11,,,138.26,55.4,High spent Large value payments,685.97,,5925,121
CUS 0x640e,,Foo Yunf,29,584-41-4520,Scientist,34107.42,,8,5,17,2,"Mortgage Loan, and Home Equity Loan",10,15,10.55,7,Standard,884.77,34.7,,,44.54,167,High spent Small value payments,348.49,,2558.06,207
CUS 0x640e,,Foo Yunf,29,584-41-4520,Scientist,34107.42,,8,5,17,2,"Mortgage Loan, and Home Equity Loan",15,15,10.55,7,Standard,884.77,27.41,,,44.54,37.64,High spent Large value payments,457.85,,2558.06,208
CUS 0x640e,,Foo Yunf,29,Data MIssing,Scientist,34107.42,,8,5,17,2,"Mortgage Loan, and Home Equity Loan",15,15,6.55,7,Above Standard,884.77,23.08,,,44.54,396.1,Low spent Small value payments,149.39,,2558.06,209
CUS 0x640e,,Foo Yunf,29,584-41-4520,Scientist,34107.42,,8,5,17,2,"Mortgage Loan, and Home Equity Loan",15,15,8.55,9,Standard,884.77,31.86,,,44.54,339.83,Low spent Small value payments,205.66,,2558.06,210
CUS 0x9e6c,,Kirstin Ridleya,33,082-40-0447,Scientist,44360.46,,3,4,13,0,,30,16,7.91,7,Standard,565.04,25.74,,,0,,High spent Medium value payments,506.85,,3327.03,372
CUS 0x9e6c,,Kirstin Ridleya,33,082-40-0447,Scientist,44360.46,,3,4,13,0,,30,18,7.91,7,Standard,565.04,34.56,,,0,146.87,Low spent Small value payments,517.5,,3327.03,373
CUS 0x9e6c,,Kirstin Ridleya,34,082-40-0447,Scientist,44360.46,,3,4,13,0,,30,Data Missing,7.91,7,Standard,565.04,36.12,,,0,110.32,High spent Medium value payments,514.05,,3327.03,374
CUS 0x9e6c,,Kirstin Ridleya,34,082-40-0447,Scientist,44360.46,,3,4,13,0,,30,Data Missing,7.91,7,Above Standard,565.04,31.83,,,0,,Low spent Large value payments,429.67,,3327.03,375
CUS 0x4dbd,,Scuffhamy,24,825-76-8127,Scientist,25138.62,,8,4,8,3,"Not Specified, Debt Consolidation Loan, and Personal Loan",27,12,6.05,5,Above Standard,329.82,28.63,,,39.76,,Low spent Small value payments,352.91,,1885.4,333
CUS 0x4dbd,,Scuffhamy,25,825-76-8127,Scientist,25138.62,,8,4,8,3,"Not Specified, Debt Consolidation Loan, and Personal Loan",23,12,6.05,5,Above Standard,329.82,33.69,,,39.76,102,Low spent Small value payments,339.13,,1885.4,334
CUS 0x4dbd,,Scuffhamy,25,825-76-8127,Scientist,25138.62,,8,4,8,3,"Not Specified, Debt Consolidation Loan, and Personal Loan",23,13,6.05,5,Good,329.82,27.26,,,39.76,103.04,High spent Small value payments,308.09,,1885.4,335
CUS 0x4dbd,,Data MIssing,25,825-76-8127,Scientist,25138.62,,8,4,8,3,"Not Specified, Debt Consolidation Loan, and Personal Loan",23,12,6.05,5,Good,329.82,35.27,,,39.76,135.97,Low spent Large value payments,285.16,,1885.4,336
CUS 0x53f9,,Karen Freifeldw,38,250-47-4635,Lawyer,38149.09,,1,3,8,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,7,6.72,1,Good,821.91,27.91,,,90.32,138.3, Data Missing,373.49,,2861.18,240
CUS 0x53f9,,Data MIssing,38,250-47-4635,Lawyer,38149.09,,1,3,8,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,7,6.72,1,Above Standard,821.91,30.57,,,90.32,94.66,High spent Medium value payments,377.13,,2861.18,241
CUS 0x53f9,,Karen Freifeldw,39,250-47-4635,Lawyer,38149.09,,1,3,8,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,6,6.72,1,Good,821.91,36.2,,,90.32,184.96,High spent Small value payments,296.82,,2861.18,242
CUS 0x53f9,,Karen Freifeldw,39,250-47-4635,Lawyer,38149.09,,1,3,8,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,7,6.72,1,Good,821.91,29.18,,,90.32,105,Low spent Large value payments,386.79,,2861.18,243
CUS 0x40fe,,Data MIssing,27,751-18-7527,Mechanic,55229.64,,5,4,5,4,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",25,13,7.42,4,Above Standard,590.3,36.48,,,124.5,90.14,High spent Large value payments,508.71,,4142.22,357
CUS 0x40fe,,Mark Hosenballn,27,751-18-7527,       ,55229.64,,5,4,5,4,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",25,14,12.42,4,Standard,590.3,36.48,,,124.5,176.53,High spent Medium value payments,432.32,,4142.22,358
CUS 0x40fe,,Mark Hosenballn,27,751-18-7527,Mechanic,55229.64,,5,4,5,4,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",25,13,5.42,4,Above Standard,590.3,33.07,,,124.5,246.79,Low spent Small value payments,402.06,,4142.22,359
CUS 0x40fe,,Mark Hosenballn,27,Data MIssing,Mechanic,55229.64,,5,4,5,4,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",25,13,7.42,4,Standard,590.3,30.98,,,124.5,71.53,High spent Large value payments,527.32,,4142.22,360
CUS 0xa11d,,Georged,34,877-60-2559,Manager,57786.18,,7,34,11,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",25,8,8.89,7,Standard,1693.68,26.18,,,167.89,, Data Missing,518.39,,4333.96,245
CUS 0xa11d,,Georged,19,Data MIssing,Manager,57786.18,,7,4,11,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",25,6,8.89,7,Standard,1693.68,33.6,,,167.89,77.11,High spent Medium value payments,496.06,,4333.96,246
CUS 0xa11d,,Georged,19,877-60-2559,Manager,57786.18,,7,4,11,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",25,8,8.89,10,Standard,1693.68,31.95,,,167.89,181.66,Low spent Medium value payments,421.5,,4333.96,247
CUS 0xa11d,,Georged,19,877-60-2559,Manager,57786.18,,7,4,11,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Not Specified",25,8,13.89,10,Standard,1693.68,27.1,,,167.89,71.43,High spent Medium value payments,501.74,,4333.96,248
CUS 0x8c1,,Data MIssing,25,239-64-7596,Accountant,98917.23,,1,4,1,2,"Payday Loan, and Debt Consolidation Loan",1,3,7.92,5,Good,738.81,41.25,,,115.53,57.62,High spent Large value payments,918.16,,7418.79,189
CUS 0x8c1,,Wohlu,26,239-64-7596,Accountant,98917.23,,1,4,1,2,"Payday Loan, and Debt Consolidation Loan",3,4,7.92,5,Good,738.81,32.52,,,115.53,162.41, Data Missing,833.37,,7418.79,190
CUS 0x8c1,,Wohlu,34,239-64-7596,Accountant,98917.23,,1,4,1,2,"Payday Loan, and Debt Consolidation Loan",3,1,13.92,5,Good,738.81,29.49,,,115.53,219.63,High spent Large value payments,756.15,,7418.79,
CUS 0x8c1,,Wohlu,26,239-64-7596,Accountant,98917.23,,1,4,1,2,"Payday Loan, and Debt Consolidation Loan",3,3,7.92,5,Good,738.81,39.37,,,115.53,81.12,High spent Large value payments,894.66,,7418.79,192
CUS 0x3ba0,,Chyenf,23,719-92-2858,Manager,15803.96,,3,5,15,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Not Specified",25,Data Missing,13.25,7,Above Standard,931.32,35.54,,,45.04,113.52,Low spent Small value payments,262.25,,1185.3,264
CUS 0x3ba0,,Chyenf,23,719-92-2858,Manager,15803.96,,3,5,15,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Not Specified",25,19,13.25,7,Standard,931.32,22.78,,,45.04,111.54,Low spent Small value payments,264.23,,1185.3,265
CUS 0x3ba0,,Chyenf,23,719-92-2858,Manager,15803.96,,3,5,15,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Not Specified",29,16,13.25,7,Standard,931.32,29.72,,,45.04,79.45,Low spent Small value payments,296.31,,1185.3,
CUS 0x3ba0,,Data MIssing,23,719-92-2858,Manager,15803.96,,3,5,15,4,"Mortgage Loan, Not Specified, Home Equity Loan, and Not Specified",25,17,13.25,7,Standard,931.32,24.11,,,45.04,10000,Low spent Small value payments,234.77,,1185.3,267
CUS 0x7fb2,,alls,39,402-37-0700,Architect,13050.62,,7,7,20,2,"Personal Loan, and Student Loan",17,18,19.98,4,Standard,1005.81,36.89,,,11.09,73.9,High spent Small value payments,284.07,,978.8,238
CUS 0x7fb2,,alls,39,402-37-0700,Architect,13050.62,,7,7,20,2,"Personal Loan, and Student Loan",21,19,19.98,4,Standard,1005.81,37.14,,,11.09,88.21,Low spent Large value payments,279.75,,978.8,239
CUS 0x7fb2,,alls,39,402-37-0700,Architect,13050.62,,7,7,20,2,"Personal Loan, and Student Loan",17,22,19.98,4,Standard,1005.81,22.33,,,11.09,22.44,High spent Small value payments,335.53,,978.8,240
CUS 0x7fb2,,alls,39,402-37-0700,Architect,13050.62,,7,7,20,2,"Personal Loan, and Student Loan",22,19,19.98,4,Standard,1005.81,36.29,,,11.09,10000,Low spent Medium value payments,323.64,,978.8,241
CUS 0xaad7,,George Georgiopoulosm,36,555-72-2698,Writer,40602.72,,4,6,14,3,"Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",11,12,8.08,7,Standard,1314.56,35.88,,,96.2,330.26, Data Missing,181.29,,3045.2,365
CUS 0xaad7,,George Georgiopoulosm,36,555-72-2698,Writer,40602.72,,4,6,14,3,"Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",11,11,8.08,7,Standard,1314.56,33.09,,,96.2,37.13,High spent Medium value payments,434.42,,3045.2,366
CUS 0xaad7,,George Georgiopoulosm,36,555-72-2698,Writer,40602.72,,4,6,14,3,"Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",11,12,9.08,7,Standard,1314.56,39.53,,,96.2,110.86,High spent Medium value payments,360.69,,3045.2,367
CUS 0xaad7,,Data MIssing,36,555-72-2698,Writer,40602.72,,4,6,14,3,"Not Specified, Credit-Builder Loan, and Debt Consolidation Loan",15,12,8.08,7,Above Standard,1314.56,40.93,,,21241,32.51,High spent Large value payments,429.04,,3045.2,
CUS 0xb85a,,Karen Brettellu,43,991-95-5524,Accountant,56370.98,,4,6,3,4,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",20,2,12.92,3,Good,726.6,37.5,,,180.81,206.64,High spent Medium value payments,359.9,,4227.82,220
CUS 0xb85a,,Karen Brettellu,43,991-95-5524,Accountant,56370.98,,4,6,3,4,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",18,1,3.92,6,Good,726.6,28.13,,,180.81,128.57,High spent Large value payments,427.98,,4227.82,221
CUS 0xb85a,,Data MIssing,43,991-95-5524,Accountant,56370.98,,4,6,3,4,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",20,2,6.92,6,Good,726.6,28.15,,,180.81,441.63,Low spent Large value payments,144.91,,4227.82,222
CUS 0xb85a,,Karen Brettellu,43,991-95-5524,Accountant,56370.98,,4,6,3,4,"Auto Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",13,2,6.92,6,Above Standard,726.6,28.98,,,180.81,59.08,High spent Large value payments,497.47,,4227.82,223
CUS 0x6e47,,Georgeu,52,110-25-7439,Teacher,17727.93,,6,5,15,4,"Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",6,19,9.8,8,Standard,1017.2,32.98,,,37.83,46.06,High spent Small value payments,311.04,,1329.59,317
CUS 0x6e47,,Georgeu,52,Data MIssing,Teacher,17727.93,,6,5,15,4,"Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",6,18,9.8,8,Standard,1017.2,39.31,,,37.83,160.97,Low spent Small value payments,226.13,,1329.59,318
CUS 0x6e47,,Georgeu,52,110-25-7439,Teacher,17727.93,,6,5,15,4,"Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",6,17,14.8,8,Above Standard,1017.2,30.92,,,37.83,182.13,Low spent Small value payments,204.97,,1329.59,319
CUS 0x6e47,,Georgeu,52,110-25-7439,Teacher,17727.93,,6,5,15,4,"Payday Loan, Mortgage Loan, Student Loan, and Credit-Builder Loan",6,18,9.8,8,Standard,1017.2,30.29,,,37.83,99.29,Low spent Medium value payments,277.82,,1329.59,320
CUS 0x8cd2,,Sinnerd,27,Data MIssing,Mechanic,64720.9,,4,4,2,3,"Home Equity Loan, Payday Loan, and Personal Loan",11,1,0.68,6,Good,1425.1,26.56,,,112.18,120.3,High spent Large value payments,563.47,,4854.07,
CUS 0x8cd2,,Sinnerd,27,147-87-8973,       ,64720.9,,4,4,2,3,"Home Equity Loan, Payday Loan, and Personal Loan",11,1,0.68,6,Good,1425.1,29.97,,,112.18,385.41,High spent Small value payments,318.35,,4854.07,401
CUS 0x8cd2,,Sinnerd,28,147-87-8973,Mechanic,64720.9,,4,4,2,3,"Home Equity Loan, Payday Loan, and Personal Loan",11,0,0.68,6,Good,1425.1,27.23,,,112.18,504.79,Low spent Medium value payments,218.97,,4854.07,402
